user_id,count
15284527576400310000,1
17805915729544233000,794
11341491511785976000,5
11587902705657014000,4
12615598167083913000,431
17358702759623057000,683
807601521958892500,5
5173447199385430000,436
4362778836397947000,2
8208296449292863000,5
2546787716561375000,3
9370829095975002000,6
2362714001771674600,6
6273816207678856000,9
2784577702585953000,6
16749084436149697000,10
18144510486927426000,4
12983779553048064000,5
10510156351888884000,2
16091593519858237000,6
13680302084744573000,7
12402827658815310000,4
3829216766454690300,6
11172460467917173000,5
15912099396734888000,176
8341533811994321000,1
56813770435527350,1
3573392866963883500,11
3475380131356780000,154
9488460140545012000,159
17039083174063270000,2
6283049446174030000,7
7931126353172845000,9
2110314131721620700,3
2553854719591542300,6
6816875248569051000,6
4212836097171717000,3
11284981071676015000,11
2914307867884408300,11
17654991787393028000,7
1203597974729171000,4
16155023228435330000,17
7701365537905726000,16
13086382521970196000,9
1592603192938282800,12
1290340658522038800,14
15088073163084677000,17
12166712022608476000,9
2048220244268487700,5
7614513455540951000,11
1400295901346898000,11
17027409871494220000,9
16281588158744280000,12
8444955672107293000,1
2299165647087083800,1
4288728092524266500,9
17637151627831001000,2
14770633049295950000,13
12263247230167153000,6
8359279377394369000,96
2533014156599666700,2
11695984631885950000,2
10240005086906300000,2
15223100994282713000,1
4657218709639500000,4
3078456097848420000,2
931848577232149600,6
17478045853921542000,2
9158229741827357000,2
5551269075768304000,6
10750442704831115000,4
13288664408968610000,91
8059434038198363000,7
12643903336205236000,1
15182878250380753000,5
13542633753959900000,1
17016376095379900000,9
18337331189485290000,4
7945975288933555000,7
688553783619794000,5
14264905436942895000,1
10777656400148107000,1
7539994098177329000,2
8642572244328140000,2
11674262585869020000,2
12235469392421399000,4
4852622183142633000,2
13018686443300070000,1
559461303344757000,3
1645125848663423500,1
17564464281174270000,25
17194917122764263000,5
2876491647441993000,6
10158538133810174000,1
6458818968490507000,2
2090260411189748700,88
9494168276974580000,76
12869997637935104000,2
7046402085510399000,1
7598224207711452000,3
8301540337501969000,3
2476599416923081000,42
8241523455790550000,3
1590735745953307,3
12980379989812343000,4
2635481940503285000,6
16315907046463748000,93
15848266157604725000,29
2810635321277861400,108
2031744922014932700,1
11485487524449417000,65
2922858558419962400,1
1653833963921944300,1
3019820239456197000,13
10643544920699687000,1
14852280855891395000,26
16352078292826673000,76
5519331639970439000,21
4125623778540990000,364
3303523382341653500,74
12586200679941532000,93
5459021492745611000,29
4380061691457975300,23
5570469760737782000,36
12392391258210664000,1
4513463900347014000,8
17788533467303050000,7
16609593964928346000,3
6175510222540255000,3
18158227145037275000,28
1524851268406721500,10
5280419219377041000,2
14864664834826885000,24
10021521843504759000,23
5610374562358783000,2
8382789527439942000,27
14906455028579222000,3
4653840379019601000,33
4417046569298333700,32
6729586402494949000,1
3141876919047347700,1
12874049331681454000,1
8635952635486341000,3
4166992273326331400,2
10844234599369443000,1
5185924070931278000,313
7030681235469726000,6
2782515057308258300,1
279370464900793700,1
17678103154173330000,2
14604448594845444000,1
17945958737695597000,7
17823927410430267000,11
7091368508219133000,8
17853851220357308000,70
4200218818545228000,3
12756202424313774000,4
150164970114394400,29
16788210942264553000,5
5139128639471615000,5
6756252191865270000,12
3329547790472459000,33
9267251139174510000,6
11622228691859090000,14
1357717126678491100,26
18371653166420820000,1
11404436690172957000,1
16145379798540524000,1
16659280746095708000,1
3359533937769282000,8
14302276595768422000,31
15661867725658186000,24
5293944910013708000,7
6329309767876838000,16
15208943591999666000,24
13415338260488243000,38
16011263070175824000,33
599360211096966800,2
5355133675235005000,6
13238323136594786000,1
6647050454622454000,4
13222927863633400000,3
4957198524556105000,1
18226897392375042000,3
12982699010640601000,1
2495440027252986000,1
15763555208008880000,3
2947931560207999000,1
11141634519095861000,113
1085641876011012200,4
13673213203390644000,22
17353881361676585000,88
18112372950330400000,2
5215546385911495000,8
17314637935715875000,3
11667451197175802000,1
2456364546391100400,2
793617190445530400,1
17340909641102130000,1
4547089368244240400,1
5800746420327975000,1
11866359247041862000,6
2513728441450609700,4
16872158110097934000,1
5577193044449385000,6
6967080057880480000,2
14943623643828790000,22
9090179550699660000,9
17348746999436833000,2
9102859923407355000,3
4855359432470253000,1
4151696165978339000,5
7281693277583575000,2
17668297142453725000,3
5038489126057667000,1
16449385724281210000,35
9133517201363821000,1
4150551743233898000,39
5713673979211359000,21
1728494750775198200,350
13125179059211594000,3
12819714464712372000,34
10760220501623902000,29
16250034858667928000,22
14257267482995007000,23
15921429715955160000,4
15786794850912516000,1
7464043846930814000,62
14467304908556034000,1
11672718973739172000,1
11463027043675070000,1
3870890372054512600,1
543076059932594560,1
4830295969936610000,1
6633429101724170000,3
9482666181291237000,8
8562537029585956000,42
13618532567257766000,26
13641605259613055000,42
6188255472220441000,21
9400561769859844000,21
16377355435576020000,32
13125171152241975000,44
12896064888843162000,12
13889321626949202000,16
523543556614701630,19
14313972884113934000,3
15581477153081442000,1
8912380697871716000,37
13828527881080510000,101
12056743644488602000,87
8159635609421777000,32
8127526561841976000,64
7881540462371150000,1
7977227837264338000,105
15737669417720205000,92
15364262768697995000,1
2560117507238170600,1
2180699916299465500,8
13350054334345646000,5
1030835455089734100,4
9610776536048554000,1
17467535318319526000,1
14967618436947820000,6
8469349532246898000,31
10601986499478047000,1
16447814743253756000,5
16963427790296310000,1
722372637864472800,3
7306958556783092000,1
8700967220163555000,1
15147006300801565000,1
7482828835030806000,4
8524670109125008000,1
16616053416533990000,2
18333261519477300000,12
4923015107329940000,10
14090103553441372000,2
13765018343545120000,6
1195546137354264600,1
7220289652348084000,8
9311635066992695000,10
2894004243309934600,2
8152994326428016000,1
14174232506652477000,5
6444911894214154000,4
13476095254939535000,3
9291299385977002000,2
12051788591820170000,4
4281230733837804500,6
16768374478305800000,1
17320209539780407000,4
14759648706559054000,1
15898656091885110000,4
11419608653273457000,2
10444417591537890000,1
1880853712239684000,1
12571414991020212000,5
1615758649637679600,3
7827903227175282000,1
14818502949200470000,1
4378249924238202000,3
3527667430388291000,3
13554153831179545000,3
8539557310763329000,23
541875583546491100,6
4272390165442367000,2
5237397852137430000,7
13878004159963824000,12
17566825966800615000,1
605854928043169500,2
15557216418311666000,4
10726670511100568000,6
15150706821009162000,1
15483150631394380000,14
10224901207272092000,1
2527349287269012000,18
5121250281856354000,2
12468929901116300000,6
3403479260488790500,1
13347739075256541000,19
8799074344105162000,35
16968606365539424000,3
1338559737870514000,2
18434689695310512000,1
11438069507907387000,1
9244106484502106000,1
444502572952128450,531
12108970399625157000,3
3361431617038550500,1
7049893044969644000,2
6113080592484334000,2
15030631159056413000,4
6324747460273455000,12
3991403253139062000,25
6297386125019714000,10
8817957048704018000,1
3167365309832951000,1
12030914963341384000,38
534492980655149700,1
10851368195771781000,1
14489367929960712000,1
3942500364755793400,7
12397923701440780000,2
17309046200953469000,1
3326821965322891000,82
11196453890283835000,63
5143644996175360000,1
14477460376403872000,1
5921772086555006000,4
10471708224964820000,11
2765899536869223000,13
3034981911831309300,3
7381869374858641000,30
13255182602145327000,1
16508984254300588000,3
16024815036024529000,105
6943669386473415000,14
6788709130647906000,1
4832869353515128000,3
11590075138036068000,1
2329717179868898000,7
12403642387129614000,2
14773552124750158000,4
15608152842001732000,1
5582900300833402000,1
13580626093054160000,451
1852170324026494500,140
5153437741115522000,3
6761984874547191000,9
11388725114215500000,7
7017300988556371000,115
879192309731645000,78
17073259566529016000,19
14433761535317205000,6
3310565806611041000,1
14788800995532587000,1
10523420732461634000,5
10694050933984080000,1
15402888447809163000,20
644058757916804700,4
10471698462141094000,5
7778502354673463000,6
6032389338554205000,1
3528998651158422000,2
15007096877986988000,1
8058365102995972000,1
8971648221259961000,1
9828057632699867000,8
11583231808765895000,2
9587569329476751000,25
998707231409994000,1
6988445797282701000,5
16308702850022214000,1
17968594670773096000,1
13885515278766742000,3
6229756420489630000,1
9844765466529260000,3
5872512001188436000,1
372900156136454200,1
11251424883574139000,1
17970533894959227000,13
3706469369175650300,1
6914395349360594000,1
5091966156071853000,1
14232951364143070000,28
3467528549223180000,29
17209910193122632000,34
565099788419821440,2
1238285920146846700,41
18360200744349594000,45
17531369402388752000,4
18003590878428414000,4
3811603416962431500,5
3947314382407732000,1
1353960575536528400,1
12712173533217990000,2
16194560537332660000,3
7964381159049868000,12
4330325445646804000,1
3546039357422415400,7
7604428325856451000,12
9824565020149748000,1
16518278571106396000,2
12272630452605952000,14
11490632952441657000,2
2890525820587846000,2
10107067478906958000,9
1611254549206882600,3
11384292389241684000,1
17779365414391210000,1
10318065043301040000,1
12450182424965083000,1
10090702898803266000,1
5935015328429456000,1
13800049833006225000,5
5252677046692922000,2
7859330157908485000,1
4613077830211544000,130
10262226811411474000,1
8045844334478885000,401
6871255471421672000,161
12911762250065380000,1
17225776889422107000,1
18054452118161488000,1
17887025165666330000,3
8155683584059543000,2
16750163550189556000,2
15646061294776885000,6
11247033647404450000,18
3141337175320496000,1
15266704838280647000,24
4434408624529755000,7
1406959186414023200,31
16325613256920980000,5
9835093212316994000,8
3352279777141534700,1
11011148698545304000,1
3880268051914773000,1
6713358163654261000,1
4808231676986988000,1
6554788395824987000,272
6217025997859493000,142
2491411246486263300,2
7119411156079451000,1
14301697270773250000,1
7590072146496837000,25
8208194006502488000,52
18373041495621614000,172
3211849373386906600,13
14716121674715711000,9
10866602039608144000,1
4832178005566953000,1
13940235903807738000,18
9346942099551384000,24
17279083901824657000,1
12988683243649974000,4
747432363958818200,1
10796410826353205000,3
7881810229907154000,5
7165952236725800000,1
854795841440138900,1
12564673870703931000,9
1902089846192090000,3
10975735219966990000,47
12690852448991648000,2
3012004418286761000,1
17132345752390461000,1
8041781637499599000,11
17510445311066430000,8
2264778981726572000,41
12810213073456325000,18
1112657201733665900,36
2902011084022513000,2
931142060437256600,3
17434620001725286000,2
2712585826929688000,5
741448319266677500,2
17607210975977705000,3
5052835953558608000,4
4501098990763974000,2
13751283483542157000,2
7105281926695674000,3
14147224751214227000,1
14083350491988038000,4
18230587747621224000,1
8795787642765681000,5
9237478203375966000,2
16519792655207840000,3
10227027735961604000,1
12545348933281800000,2
17014003543012268000,1
4582814190021034500,4
7659571311033465000,5
9465718529775340000,3
13410874397175665000,2
16501090877745380000,2
423343710956824770,1
7349432572413609000,2
9130418469571459000,4
925619568269192200,13
7450673401409826000,4
4414619204517795300,1
10379782659222151000,1
14299387013889845000,1
12720482780755137000,1
9478913474297387000,2
13683147285917310000,3
12929605831924021000,11
17157610493625258000,40
3781705052679721500,2
17416526637324960000,2
10754886588096606000,32
623916536901065500,4
6888504606877068000,1
16184495840686684000,3
6771362526486130000,13
15041754320857485000,9
259274307898436830,2
9007106977955156000,1
16810734514220065000,4
13521864174545215000,3
566853618829206500,1
11116280185300318000,30
115782723753290690,22
7479352241327782000,3
18375494676804223000,1
11228053176194976000,1
13988252982162782000,1
13179621875987251000,1
15465833695065210000,1
1124219744532167700,1
11103723155572247000,1
541118704774087360,1
199114910215610020,23
13572472246511448000,1
4179862470398647000,1
11822355727239133000,2
10715073778213110000,1
1111674026857515500,1
11601483776071231000,5
1173741000725938000,1
413522035440472960,1
3390523093691572000,1
2507130052909358600,1
17568009763069487000,1
17839506962706893000,10
14253649209291348000,6
3219630781259727000,7
1394580310941580300,4
11856841881794943000,9
16017684717186710000,1
18190407223640046000,1
9796232239908900000,1
3584643318901876700,1
11507690793145633000,4
18107679175922997000,1
9944759254540827000,4
17846320963566547000,2
10853856010223608000,1
17223345487553817000,9
18220702781720087000,8
2730256509642644000,10
2635112756686590500,2
17196614483528331000,85
2173802890299663400,76
13550230981662243000,1
17147674239270244000,2
15678314647593462000,2
15994140645582264000,1
5050654256498662000,8
15808363669022714000,1
14555737055422610000,2
5093415213862111000,1
7797789554969861000,2
15087613210474965000,1
13992378529303920000,1
3053661921555088000,1
12827103863245326000,4
15478088675559963000,1
3399686158940593000,1
16815305592136706000,1
11876174169144166000,1
11728509479893518000,1
15126536872022350000,1
2276985428776738000,1
15976575325220186000,1
974534815616101800,1
10933863030383640000,1
4088052808403339300,1
5149513830017753000,16
1446487533321929700,14
7226257794396627000,1
5579547611314670000,1
1362101681602174500,5
3490735369665029600,1
1627938289949805600,1
15400434771774830000,1
14832904786451575000,1
2705524677881790500,1
1277961273147398000,1
1737488662251499500,1
1849309429098462000,1
14474518381277671000,1
13063174949096274000,1
12498576737845043000,1
8713822777447856000,1
8207674793938927000,6
17978200952783065000,3
17993188659795173000,1
13314265823617417000,4
2012842114968268300,12
12236120764801128000,2
12365570715496937000,1
9960934015735208000,4
2207875631433004000,7
11788619304545501000,6
2518702880454784500,1
14962113032516470000,3
12365375063820708000,18
7818515886632988000,6
1303595001960648000,1
122729831084337000,39
13006584119801123000,4
2840216636832569300,5
563123301414545500,2
6993686867763072000,3
6906564612177421000,4
10188105372750969000,1
10320408293741797000,1
15141654029837564000,3
533444323957604160,1
5635987436918909000,1
6213181486078488000,127
9228467152085030000,1
4305381869513175000,8
4758978259994484000,31
4768378835254142000,1
13246544074373364000,4
14335193994320920000,1
11237586535088435000,13
4066571821528141000,13
9117895167344850000,6
18319656787035396000,2
14663691667525941000,1
8208560618744152000,1
7338039362208472000,4
10319266560851692000,1
9072222704024533000,2
14935956485503238000,2
13544625826981350000,1
11421594488204243000,1
10028992416810959000,3
9527715010981958000,1
14308453402705697000,3
17074230068553462000,2
17087548380861647000,1
4489683693692795,1
12758349000636908000,5
17231547984463378000,39
743774307695414700,218
11756027540126398000,1
5202251941420822000,7
6630762731867423000,2
16338680772370237000,1
3900142869765516000,1
17012867101885297000,1
14971216002221390000,9
6905138107259950000,18
9074001396622441000,24
12182960977610168000,8
14172339686888415000,11
8932853080530387000,2
2917168628624812000,11
4717792261664457000,5
18132419690045151000,3
11232669038604823000,9
7975269027268084000,1
180072499606856160,1
13830255176541729000,1
10632196551964100000,3
16912417463475378000,9
13541528938102112000,1
4831046483691616000,2
7296207036816877000,10
14735420417105880000,7
7362833043272150000,2
608411550769502200,1
1590479297205265700,2
3730593834329482000,1
15211542823154012000,1
7084018930402426000,2
11961364591767867000,1
8828758519552294000,2
3340462324520984600,1
16507461959847500000,2
10790334272697750000,2
3003694216441844000,2
18329080478226162000,1
15637704470804662000,1
6919771842617193000,1
2197357291550684400,4
10032126154897314000,9
5894200971807364000,4
9480489548579879000,2
16925297063083840000,8
14539007098257390000,1
544313282006550460,2
8603126957627897000,2
14258972385529543000,318
3829393596518580000,132
9426062635543345000,1
331587039001996800,1
12641023629030488000,1
8940164539918441000,1
12796946122119182000,2
13553050194260664000,1
9359781925625377000,1
7187691568586756000,14
16906497582673084000,1
5522506599066946000,4
1740387205906014500,2
3336254363924830000,10
11670743654220845000,9
6844837150409501000,3
12135461036536615000,4
366989853165485300,1
